,Common Name,Scientific Name,Date Sighted,Location Name,Num Sighted,Latitude,Longitude,Year,State
1114,Yellow-billed Cuckoo,Coccyzus americanus,2015-09-26 09:40,Sky Meadows SP--Bridle Trail,1,38.9903032,-77.9443073,2015,US-VA
1115,Brown Pelican,Pelecanus occidentalis,2015-09-26 09:40,Kiptopeke SP--Hawk Platform,100,37.1682471,-75.98334,2015,US-VA
1116,Merlin,Falco columbarius,2015-09-26 09:40,Kiptopeke SP--Hawk Platform,8,37.1682471,-75.98334,2015,US-VA
1117,Blue-gray Gnatcatcher,Polioptila caerulea,2015-09-26 09:20,Sky Meadows SP--Shearman's Mill Loop,1,38.9871677,-77.9431915,2015,US-VA
1118,Common Nighthawk,Chordeiles minor,2015-09-26 09:00,Home Woodstock,1,38.9075987,-78.5290289,2015,US-VA
1119,Nashville Warbler,Leiothlypis ruficapilla,2015-09-26 09:00,Home Woodstock,1,38.9075987,-78.5290289,2015,US-VA
1120,Swainson's Thrush,Catharus ustulatus,2015-09-26 08:30,Breaks Interstate Park,1,37.287,-82.2961,2015,US-VA
1121,Wood Thrush,Hylocichla mustelina,2015-09-26 08:30,High Bridge Trail SP--Rochelle Tract,1,37.3187928,-78.3664817,2015,US-VA
1122,Yellow-rumped Warbler,Setophaga coronata,2015-09-26 08:30,**HUNTLEY MEADOWS PARK,3,38.7576451,-77.0984124,2015,US-VA
1123,Summer Tanager,Piranga rubra,2015-09-26 08:30,High Bridge Trail SP--Rochelle Tract,1,37.3187928,-78.3664817,2015,US-VA
1124,Gray-cheeked Thrush,Catharus minimus,2015-09-26 08:00,Blue Ridge Center for Environmental Stewardship,1,39.294,-77.7246,2015,US-VA
1125,Brown-headed Cowbird,Molothrus ater,2015-09-26 08:00,Wax Myrtle Thicket,1,38.2861871,-77.4954423,2015,US-VA
1126,Great Crested Flycatcher,Myiarchus crinitus,2015-09-26 07:44,Occoquan Bay NWR,1,38.6455061,-77.2361183,2015,US-VA
1127,passerine sp.,Passeriformes sp.,2015-09-26 07:22,Shenandoah Crossing Resort,4,38.0809748,-78.1431146,2015,US-VA
1128,Willet,Tringa semipalmata,2015-09-26 07:20,Eastern Shore of Virginia NWR--Ramp Road,6,37.1283813,-75.9525368,2015,US-VA
1129,White Ibis,Eudocimus albus,2015-09-26 07:20,Eastern Shore of Virginia NWR--Ramp Road,100,37.1283813,-75.9525368,2015,US-VA
1130,Purple Martin,Progne subis,2015-09-26 07:20,Eastern Shore of Virginia NWR--Ramp Road,2,37.1283813,-75.9525368,2015,US-VA
1131,Savannah Sparrow,Passerculus sandwichensis,2015-09-26 07:20,Eastern Shore of Virginia NWR--Ramp Road,1,37.1283813,-75.9525368,2015,US-VA
1132,Yellow-bellied Flycatcher,Empidonax flaviventris,2015-09-26 07:15,Red Fox Lane,1,38.0164167,-78.3764623,2015,US-VA
1133,Ovenbird,Seiurus aurocapilla,2015-09-26 07:15,Red Fox Lane,1,38.0164167,-78.3764623,2015,US-VA
1134,Solitary Sandpiper,Tringa solitaria,2015-09-26 07:02,Occoquan Bay NWR,1,38.6455061,-77.2361183,2015,US-VA
1135,Catharus sp.,Catharus sp.,2015-09-26 07:02,Occoquan Bay NWR,1,38.6455061,-77.2361183,2015,US-VA
1136,Northern Waterthrush,Parkesia noveboracensis,2015-09-26 07:02,Occoquan Bay NWR,1,38.6455061,-77.2361183,2015,US-VA
1137,Great Black-backed Gull,Larus marinus,2015-09-26 07:00,Clark Yard - Windsor Pt,3,36.8876529,-76.2729961,2015,US-VA
1138,Royal Tern,Thalasseus maximus,2015-09-26 07:00,Clark Yard - Windsor Pt,2,36.8876529,-76.2729961,2015,US-VA
1139,Eastern Screech-Owl,Megascops asio,2015-09-26 07:00,Leesylvania State Park,2,38.5898087,-77.2517449,2015,US-VA
1140,Veery,Catharus fuscescens,2015-09-26 07:00,New Quarter Park,1,37.2936522,-76.6451097,2015,US-VA
1141,Blackpoll Warbler,Setophaga striata,2015-09-26 07:00,Leesylvania State Park,7,38.5898087,-77.2517449,2015,US-VA
1142,Canada Warbler,Cardellina canadensis,2015-09-26 06:48,Leesylvania State Park,1,38.5898087,-77.2517449,2015,US-VA
1143,Acadian Flycatcher,Empidonax virescens,2015-09-26 05:35,New Quarter Park,1,37.2936522,-76.6451097,2015,US-VA
1144,Graylag Goose (Domestic type) x Canada Goose (hybrid),Anser anser (Domestic type) x Branta canadensis,2015-09-26,Stony Point Pass,1,38.0809537,-78.3310928,2015,US-VA
1145,Belted Kingfisher,Megaceryle alcyon,2010-09-26 18:05,Chesapeake Retirement Community,1,37.0923965,-76.4506817,2010,US-VA
1146,Great Blue Heron,Ardea herodias,2010-09-26 17:30,Wytheville Community College,1,36.9599957,-81.0678926,2010,US-VA
1147,Carolina Chickadee,Poecile carolinensis,2010-09-26 17:30,Wytheville Community College,4,36.9599957,-81.0678926,2010,US-VA
1148,Gray Catbird,Dumetella carolinensis,2010-09-26 17:30,Wytheville Community College,5,36.9599957,-81.0678926,2010,US-VA
1149,Brown Thrasher,Toxostoma rufum,2010-09-26 17:30,Wytheville Community College,1,36.9599957,-81.0678926,2010,US-VA
1150,Eastern Towhee,Pipilo erythrophthalmus,2010-09-26 17:30,Wytheville Community College,1,36.9599957,-81.0678926,2010,US-VA
1151,Common Yellowthroat,Geothlypis trichas,2010-09-26 17:30,Wytheville Community College,1,36.9599957,-81.0678926,2010,US-VA
1152,Magnolia Warbler,Setophaga magnolia,2010-09-26 17:30,Wytheville Community College,1,36.9599957,-81.0678926,2010,US-VA
1153,Black-throated Blue Warbler,Setophaga caerulescens,2010-09-26 17:30,Wytheville Community College,1,36.9599957,-81.0678926,2010,US-VA
1154,Indigo Bunting,Passerina cyanea,2010-09-26 17:30,Wytheville Community College,1,36.9599957,-81.0678926,2010,US-VA
1155,European Starling,Sturnus vulgaris,2010-09-26 17:28,PW-8113 Sudley Rd.,8,38.7805425,-77.5103366,2010,US-VA
1156,House Sparrow,Passer domesticus,2010-09-26 17:28,PW-8113 Sudley Rd.,14,38.7805425,-77.5103366,2010,US-VA
1157,Pied-billed Grebe,Podilymbus podiceps,2010-09-26 17:00,Guinea Marsh,1,37.2793032,-76.4068329,2010,US-VA
1158,Rock Pigeon,Columba livia,2010-09-26 17:00,Man-Prince William Hospital,24,38.7672346,-77.4904454,2010,US-VA
1159,Mourning Dove,Zenaida macroura,2010-09-26 17:00,Guinea Marsh,2,37.2793032,-76.4068329,2010,US-VA
1160,Chimney Swift,Chaetura pelagica,2010-09-26 17:00,Man-Prince William Hospital,20,38.7672346,-77.4904454,2010,US-VA
1161,Killdeer,Charadrius vociferus,2010-09-26 17:00,Guinea Marsh,5,37.2793032,-76.4068329,2010,US-VA
1162,Laughing Gull,Leucophaeus atricilla,2010-09-26 17:00,Guinea Marsh,4,37.2793032,-76.4068329,2010,US-VA
1163,Ring-billed Gull,Larus delawarensis,2010-09-26 17:00,Guinea Marsh,2,37.2793032,-76.4068329,2010,US-VA
1164,Herring Gull,Larus argentatus,2010-09-26 17:00,Guinea Marsh,5,37.2793032,-76.4068329,2010,US-VA
1165,Great Egret,Ardea alba,2010-09-26 17:00,Guinea Marsh,5,37.2793032,-76.4068329,2010,US-VA
1166,Turkey Vulture,Cathartes aura,2010-09-26 17:00,Man-Prince William Hospital,1,38.7672346,-77.4904454,2010,US-VA
1167,Northern Harrier,Circus hudsonius,2010-09-26 17:00,Guinea Marsh,1,37.2793032,-76.4068329,2010,US-VA
1168,Bald Eagle,Haliaeetus leucocephalus,2010-09-26 17:00,Guinea Marsh,1,37.2793032,-76.4068329,2010,US-VA
1169,Nelson's Sparrow,Ammospiza nelsoni,2010-09-26 17:00,Guinea Marsh,1,37.2793032,-76.4068329,2010,US-VA
1170,Boat-tailed Grackle,Quiscalus major,2010-09-26 17:00,Guinea Marsh,15,37.2793032,-76.4068329,2010,US-VA
1171,Northern Cardinal,Cardinalis cardinalis,2010-09-26 16:48,Man-R. C. Haydon Elementary School,1,38.7631857,-77.4898982,2010,US-VA
1172,Red-shouldered Hawk,Buteo lineatus,2010-09-26 16:45,Lake Fairfax Park,1,38.968157,-77.3167772,2010,US-VA
1173,Red-bellied Woodpecker,Melanerpes carolinus,2010-09-26 16:45,Lake Fairfax Park,1,38.968157,-77.3167772,2010,US-VA
1174,Hairy Woodpecker,Dryobates villosus,2010-09-26 16:45,Lake Fairfax Park,1,38.968157,-77.3167772,2010,US-VA
1175,Northern Flicker,Colaptes auratus,2010-09-26 16:45,Lake Fairfax Park,1,38.968157,-77.3167772,2010,US-VA
1176,Fish Crow,Corvus ossifragus,2010-09-26 16:45,Lake Fairfax Park,6,38.968157,-77.3167772,2010,US-VA
1177,Tufted Titmouse,Baeolophus bicolor,2010-09-26 16:45,Lake Fairfax Park,2,38.968157,-77.3167772,2010,US-VA
1178,Carolina Wren,Thryothorus ludovicianus,2010-09-26 16:45,Lake Fairfax Park,2,38.968157,-77.3167772,2010,US-VA
1179,Eastern Bluebird,Sialia sialis,2010-09-26 16:45,Lake Fairfax Park,5,38.968157,-77.3167772,2010,US-VA
1180,American Robin,Turdus migratorius,2010-09-26 16:45,Lake Fairfax Park,1,38.968157,-77.3167772,2010,US-VA
1181,House Finch,Haemorhous mexicanus,2010-09-26 16:45,Lake Fairfax Park,1,38.968157,-77.3167772,2010,US-VA
1182,Brown Pelican,Pelecanus occidentalis,2010-09-26 16:15,James River/Lion's Bridge Beach.,6,37.0406542,-76.4876747,2010,US-VA
1183,Osprey,Pandion haliaetus,2010-09-26 15:44,Manassas Park Community Center,1,38.784076,-77.461544,2010,US-VA
1184,American Goldfinch,Spinus tristis,2010-09-26 15:33,ManPk-Community Center (north side),1,38.7843437,-77.4637735,2010,US-VA
1185,Downy Woodpecker,Dryobates pubescens,2010-09-26 15:30,Weyanoke Sanctuary,1,36.8732868,-76.3068509,2010,US-VA
1186,Ovenbird,Seiurus aurocapilla,2010-09-26 15:30,Weyanoke Sanctuary,1,36.8732868,-76.3068509,2010,US-VA
1187,Black-and-white Warbler,Mniotilta varia,2010-09-26 15:30,Weyanoke Sanctuary,1,36.8732868,-76.3068509,2010,US-VA
1188,American Redstart,Setophaga ruticilla,2010-09-26 15:30,Weyanoke Sanctuary,3,36.8732868,-76.3068509,2010,US-VA
1189,Eastern Phoebe,Sayornis phoebe,2010-09-26 15:04,ManPk-Manassas Park VRE station,1,38.7656243,-77.4396497,2010,US-VA
1190,Red-eyed Vireo,Vireo olivaceus,2010-09-26 15:04,ManPk-Manassas Park VRE station,1,38.7656243,-77.4396497,2010,US-VA
1191,Northern Mockingbird,Mimus polyglottos,2010-09-26 15:04,ManPk-Manassas Park VRE station,1,38.7656243,-77.4396497,2010,US-VA
1192,Yellow-rumped Warbler,Setophaga coronata,2010-09-26 15:04,ManPk-Manassas Park VRE station,1,38.7656243,-77.4396497,2010,US-VA
1193,Black-throated Green Warbler,Setophaga virens,2010-09-26 15:04,ManPk-Manassas Park VRE station,2,38.7656243,-77.4396497,2010,US-VA
1194,Black-bellied Whistling-Duck,Dendrocygna autumnalis,2010-09-26 15:00,Lake Audubon,1,38.9286094,-77.3379618,2010,US-VA
1195,Double-crested Cormorant,Phalacrocorax auritus,2010-09-26 15:00,Lake Audubon,1,38.9286094,-77.3379618,2010,US-VA
1196,Broad-winged Hawk,Buteo platypterus,2010-09-26 15:00,Lake Audubon,2,38.9286094,-77.3379618,2010,US-VA
1197,Caspian Tern,Hydroprogne caspia,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010,US-VA
1198,White-breasted Nuthatch,Sitta carolinensis,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010,US-VA
1199,Brown-headed Nuthatch,Sitta pusilla,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010,US-VA
1200,Chipping Sparrow,Spizella passerina,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010,US-VA
1201,Common Grackle,Quiscalus quiscula,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010,US-VA
1202,Pine Warbler,Setophaga pinus,2010-09-26 14:55,Stumpy Lake Natural Area,6,36.7723,-76.1607,2010,US-VA
1203,Sharp-shinned Hawk,Accipiter striatus,2010-09-26 14:00,Meadowlark Botanical Gardens,1,38.9402075,-77.2832423,2010,US-VA
1204,Pileated Woodpecker,Dryocopus pileatus,2010-09-26 14:00,Meadowlark Botanical Gardens,1,38.9402075,-77.2832423,2010,US-VA
1205,Ruby-throated Hummingbird,Archilochus colubris,2010-09-26 13:30,My Yard,1,38.7510795,-77.719624,2010,US-VA
1206,Nashville Warbler,Leiothlypis ruficapilla,2010-09-26 13:30,My Yard,1,38.7510795,-77.719624,2010,US-VA
1207,Black Vulture,Coragyps atratus,2010-09-26 13:12,"Magnolia Drive , Gloucester",2,37.4181633,-76.5293884,2010,US-VA
1208,Brown-headed Cowbird,Molothrus ater,2010-09-26 13:12,"Magnolia Drive , Gloucester",52,37.4181633,-76.5293884,2010,US-VA
1209,Spotted Sandpiper,Actitis macularius,2010-09-26 13:05,Eastern Shore of Virginia NWR,1,37.1353322,-75.9615377,2010,US-VA
1210,Cooper's Hawk,Accipiter cooperii,2010-09-26 13:05,Eastern Shore of Virginia NWR,1,37.1353322,-75.9615377,2010,US-VA
1211,White-eyed Vireo,Vireo griseus,2010-09-26 13:05,Eastern Shore of Virginia NWR,2,37.1353322,-75.9615377,2010,US-VA
1212,Northern Parula,Setophaga americana,2010-09-26 13:05,Eastern Shore of Virginia NWR,1,37.1353322,-75.9615377,2010,US-VA
1213,Blackpoll Warbler,Setophaga striata,2010-09-26 13:05,Eastern Shore of Virginia NWR,2,37.1353322,-75.9615377,2010,US-VA
1214,Least Sandpiper,Calidris minutilla,2010-09-26 13:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2010,US-VA
1215,Blackburnian Warbler,Setophaga fusca,2010-09-26 13:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2010,US-VA
1216,Great Black-backed Gull,Larus marinus,2010-09-26 12:34,Cape Charles,22,37.26794,-76.01746,2010,US-VA
1217,Mallard,Anas platyrhynchos,2010-09-26 12:30,Occoquan VA,8,38.6838662,-77.2587347,2010,US-VA
1218,Yellow-bellied Sapsucker,Sphyrapicus varius,2010-09-26 12:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2010,US-VA
1219,House Wren,Troglodytes aedon,2010-09-26 12:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2010,US-VA
1220,Cedar Waxwing,Bombycilla cedrorum,2010-09-26 12:00,Fort C.F. Smith Park,20,38.90091,-77.09189,2010,US-VA
1221,White-throated Sparrow,Zonotrichia albicollis,2010-09-26 12:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2010,US-VA
1222,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,2010-09-26 12:00,Lynnhaven Inlet,1,36.9073525,-76.0918236,2010,US-VA
1223,Scarlet Tanager,Piranga olivacea,2010-09-26 12:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2010,US-VA
1224,hawk sp.,Accipitridae sp. (hawk sp.),2010-09-26 11:45,Shoch home,1,38.0212525,-78.4831524,2010,US-VA
1225,American Kestrel,Falco sparverius,2010-09-26 11:45,Shoch home,2,38.0212525,-78.4831524,2010,US-VA
1226,falcon sp.,Falco sp.,2010-09-26 11:45,Shoch home,1,38.0212525,-78.4831524,2010,US-VA
1227,Ruby-crowned Kinglet,Regulus calendula,2010-09-26 11:30,Middle Jarman's Gap Fire Road,1,38.118928,-78.767524,2010,US-VA
1228,Wood Thrush,Hylocichla mustelina,2010-09-26 11:30,Middle Jarman's Gap Fire Road,1,38.118928,-78.767524,2010,US-VA
1229,Lincoln's Sparrow,Melospiza lincolnii,2010-09-26 11:30,Middle Jarman's Gap Fire Road,2,38.118928,-78.767524,2010,US-VA
1230,Tennessee Warbler,Leiothlypis peregrina,2010-09-26 11:30,Middle Jarman's Gap Fire Road,1,38.118928,-78.767524,2010,US-VA
1231,American Black Duck,Anas rubripes,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010,US-VA
1232,Greater Yellowlegs,Tringa melanoleuca,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,2,37.9074,-75.3425,2010,US-VA
1233,Willet,Tringa semipalmata,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010,US-VA
1234,Forster's Tern,Sterna forsteri,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,8,37.9074,-75.3425,2010,US-VA
1235,Royal Tern,Thalasseus maximus,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,4,37.9074,-75.3425,2010,US-VA
1236,Sandwich Tern,Thalasseus sandvicensis,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,3,37.9074,-75.3425,2010,US-VA
1237,Black Skimmer,Rynchops niger,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,10,37.9074,-75.3425,2010,US-VA
1238,Snowy Egret,Egretta thula,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,4,37.9074,-75.3425,2010,US-VA
1239,Little Blue Heron,Egretta caerulea,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,2,37.9074,-75.3425,2010,US-VA
1240,Cattle Egret,Bubulcus ibis,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010,US-VA
1241,Yellow-crowned Night-Heron,Nyctanassa violacea,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010,US-VA
1242,Brown Creeper,Certhia americana,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010,US-VA
1243,Palm Warbler,Setophaga palmarum,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010,US-VA
1244,Red-headed Woodpecker,Melanerpes erythrocephalus,2010-09-26 10:30,woodlake backyard feeders,1,37.4218081,-77.6851442,2010,US-VA
1245,Eastern Wood-Pewee,Contopus virens,2010-09-26 10:30,Home,1,39.1512545,-77.7326488,2010,US-VA
1246,Cape May Warbler,Setophaga tigrina,2010-09-26 10:30,"Backyard, Roanoke",1,37.3315732,-79.9567795,2010,US-VA
1247,Yellow-throated Warbler,Setophaga dominica,2010-09-26 10:30,Turk's Gap Road,1,38.1382443,-78.7502401,2010,US-VA
1248,Chestnut-sided Warbler,Setophaga pensylvanica,2010-09-26 10:10,Monticello Park,1,38.8331055,-77.0700252,2010,US-VA
1249,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii,2010-09-26 09:26,Kiptopeke SP--Bird Banding Station,1,37.1667632,-75.9817243,2010,US-VA
1250,Swainson's Thrush,Catharus ustulatus,2010-09-26 09:26,Kiptopeke SP--Bird Banding Station,1,37.1667632,-75.9817243,2010,US-VA
1251,Wild Turkey,Meleagris gallopavo,2010-09-26 09:00,**HUNTLEY MEADOWS PARK,2,38.7576451,-77.0984124,2010,US-VA
1252,Wilson's Snipe,Gallinago delicata,2010-09-26 09:00,**HUNTLEY MEADOWS PARK,2,38.7576451,-77.0984124,2010,US-VA
1253,Lesser Yellowlegs,Tringa flavipes,2010-09-26 09:00,**HUNTLEY MEADOWS PARK,6,38.7576451,-77.0984124,2010,US-VA
1254,Red-tailed Hawk,Buteo jamaicensis,2010-09-26 09:00,Fort Boykin Historic Park,1,37.0350019,-76.619339,2010,US-VA
1255,Empidonax sp.,Empidonax sp.,2010-09-26 09:00,stroubles creek and trail,1,37.2135151,-80.4420555,2010,US-VA
1256,Blue-headed Vireo,Vireo solitarius,2010-09-26 09:00,Forest Road 107,3,37.8752303,-79.2088884,2010,US-VA
1257,Eastern Meadowlark,Sturnella magna,2010-09-26 09:00,Fort Boykin Historic Park,1,37.0350019,-76.619339,2010,US-VA
1258,Northern Waterthrush,Parkesia noveboracensis,2010-09-26 09:00,5886 Poor Mountain Road,1,37.2332937,-80.1323244,2010,US-VA
1259,Bay-breasted Warbler,Setophaga castanea,2010-09-26 09:00,5886 Poor Mountain Road,1,37.2332937,-80.1323244,2010,US-VA
1260,Rose-breasted Grosbeak,Pheucticus ludovicianus,2010-09-26 09:00,5886 Poor Mountain Road,2,37.2332937,-80.1323244,2010,US-VA
1261,Blue-gray Gnatcatcher,Polioptila caerulea,2010-09-26 08:30,"Potomac Falls, 226 Environs Road",1,39.04652,-77.40331,2010,US-VA
1262,Blue-winged Teal,Spatula discors,2010-09-26 08:20,**CHINCOTEAGUE NWR,30,37.9106228,-75.3479719,2010,US-VA
1263,Northern Pintail,Anas acuta,2010-09-26 08:20,**CHINCOTEAGUE NWR,5,37.9106228,-75.3479719,2010,US-VA
1264,Green-winged Teal,Anas crecca,2010-09-26 08:20,**CHINCOTEAGUE NWR,7,37.9106228,-75.3479719,2010,US-VA
1265,Sora,Porzana carolina,2010-09-26 08:20,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010,US-VA
1266,Black-bellied Plover,Pluvialis squatarola,2010-09-26 08:20,**CHINCOTEAGUE NWR,4,37.9106228,-75.3479719,2010,US-VA
1267,Marbled Godwit,Limosa fedoa,2010-09-26 08:20,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1268,Short-billed Dowitcher,Limnodromus griseus,2010-09-26 08:20,**CHINCOTEAGUE NWR,5,37.9106228,-75.3479719,2010,US-VA
1269,Solitary Sandpiper,Tringa solitaria,2010-09-26 08:20,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010,US-VA
1270,Glossy Ibis,Plegadis falcinellus,2010-09-26 08:20,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010,US-VA
1271,Merlin,Falco columbarius,2010-09-26 08:20,**CHINCOTEAGUE NWR,3,37.9106228,-75.3479719,2010,US-VA
1272,Red-breasted Nuthatch,Sitta canadensis,2010-09-26 08:20,**CHINCOTEAGUE NWR,4,37.9106228,-75.3479719,2010,US-VA
1273,Blue Grosbeak,Passerina caerulea,2010-09-26 08:20,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1274,Green Heron,Butorides virescens,2010-09-26 08:00,Great Falls Park,1,38.9937,-77.2553,2010,US-VA
1275,crow sp.,Corvus sp. (crow sp.),2010-09-26 08:00,Great Falls Park,4,38.9937,-77.2553,2010,US-VA
1276,Orchard Oriole,Icterus spurius,2010-09-26 08:00,Great Falls Park,1,38.9937,-77.2553,2010,US-VA
1277,Yellow Warbler,Setophaga petechia,2010-09-26 08:00,Chincoteague NWR--Toms Cove Visitor Center,1,37.890028,-75.3449035,2010,US-VA
1278,Clapper Rail,Rallus crepitans,2010-09-26 07:50,"Bethel Beach, Mathews County",3,37.419254,-76.2540436,2010,US-VA
1279,American Golden-Plover,Pluvialis dominica,2010-09-26 07:50,"Bethel Beach, Mathews County",1,37.419254,-76.2540436,2010,US-VA
1280,Semipalmated Plover,Charadrius semipalmatus,2010-09-26 07:50,"Bethel Beach, Mathews County",10,37.419254,-76.2540436,2010,US-VA
1281,Ruddy Turnstone,Arenaria interpres,2010-09-26 07:50,"Bethel Beach, Mathews County",2,37.419254,-76.2540436,2010,US-VA
1282,Sanderling,Calidris alba,2010-09-26 07:50,"Bethel Beach, Mathews County",20,37.419254,-76.2540436,2010,US-VA
1283,Semipalmated Sandpiper,Calidris pusilla,2010-09-26 07:50,"Bethel Beach, Mathews County",1,37.419254,-76.2540436,2010,US-VA
1284,Seaside Sparrow,Ammospiza maritima,2010-09-26 07:50,"Bethel Beach, Mathews County",2,37.419254,-76.2540436,2010,US-VA
1285,Tree Swallow,Tachycineta bicolor,2010-09-26 07:35,Radford,7,37.1318557,-80.5737305,2010,US-VA
1286,Hooded Merganser,Lophodytes cucullatus,2010-09-26 07:30,"Cameron Station, Ben Brenman Park",1,38.80824,-77.11527,2010,US-VA
1287,Swamp Sparrow,Melospiza georgiana,2010-09-26 07:30,"Cameron Station, Ben Brenman Park",1,38.80824,-77.11527,2010,US-VA
1288,Northern Shoveler,Spatula clypeata,2010-09-26 07:20,Hunting Creek Bridge,20,38.7897231,-77.0514321,2010,US-VA
1289,American Wigeon,Mareca americana,2010-09-26 07:00,**CHINCOTEAGUE NWR,10,37.9106228,-75.3479719,2010,US-VA
1290,Hudsonian Godwit,Limosa haemastica,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1291,Stilt Sandpiper,Calidris himantopus,2010-09-26 07:00,**CHINCOTEAGUE NWR,4,37.9106228,-75.3479719,2010,US-VA
1292,Dunlin,Calidris alpina,2010-09-26 07:00,**CHINCOTEAGUE NWR,8,37.9106228,-75.3479719,2010,US-VA
1293,White-rumped Sandpiper,Calidris fuscicollis,2010-09-26 07:00,**CHINCOTEAGUE NWR,5,37.9106228,-75.3479719,2010,US-VA
1294,Buff-breasted Sandpiper,Calidris subruficollis,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010,US-VA
1295,Pectoral Sandpiper,Calidris melanotos,2010-09-26 07:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2010,US-VA
1296,Western Sandpiper,Calidris mauri,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010,US-VA
1297,Long-billed Dowitcher,Limnodromus scolopaceus,2010-09-26 07:00,**CHINCOTEAGUE NWR,8,37.9106228,-75.3479719,2010,US-VA
1298,Greater/Lesser Yellowlegs,Tringa melanoleuca/flavipes,2010-09-26 07:00,**HUNTLEY MEADOWS PARK,2,38.7576451,-77.0984124,2010,US-VA
1299,Common Loon,Gavia immer,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1300,Black-crowned Night-Heron,Nycticorax nycticorax,2010-09-26 07:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2010,US-VA
1301,White Ibis,Eudocimus albus,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1302,Eastern Kingbird,Tyrannus tyrannus,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010,US-VA
1303,Yellow-throated Vireo,Vireo flavifrons,2010-09-26 07:00,"Olinger Rd, Blacksburg, VA",1,37.2261553,-80.501292,2010,US-VA
1304,Golden-crowned Kinglet,Regulus satrapa,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010,US-VA
1305,American Pipit,Anthus rubescens,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1306,Dark-eyed Junco,Junco hyemalis,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1307,Bobolink,Dolichonyx oryzivorus,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010,US-VA
1308,Baltimore Oriole,Icterus galbula,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1309,Prairie Warbler,Setophaga discolor,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010,US-VA
1310,Yellow-breasted Chat,Icteria virens,2010-09-26 06:50,Mariners' Museum Park/The Noland Trail,1,37.0514439,-76.478802,2010,US-VA
1311,warbler sp. (Parulidae sp.),Parulidae sp.,2010-09-26 06:50,Mariners' Museum Park/The Noland Trail,15,37.0514439,-76.478802,2010,US-VA
1312,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2010-09-26 06:45,David Bisset Park/Riverway Trail,3,37.1394338,-80.5716383,2010,US-VA
